Name,LinkedIn,Country,City,State,Website_link,Brands,Description
Holistapet,https://www.linkedin.com/company/holistapet,United States,"Commerce,",CA,http://www.holistapet.com,"Brands: Our products have been crafted to promote wellness and provide extra comfort when your pet needs it. Beyond CBD, many of our recipes include carefully selected superfoods and supplements to improve the efficiency of the CBD while supplying extra nutrients like vitamins and minerals. We wholeheartedly believe that consuming naturally occurring superfoods can help lower the risk of certain illnesses and promote overall health and wellness.","At HolistaPet, we believe that your pet’s health and comfort should always come first. We are dedicated to providing remedies to reduce your pet’s discomforts without all the side effects of traditional prescription drugs. Our products have been crafted to promote wellness and provide extra comfort when your pet needs it. Beyond CBD, many of our recipes include carefully selected superfoods and supplements to improve the efficiency of the CBD while supplying extra nutrients like vitamins and minerals. We wholeheartedly believe that consuming naturally occurring superfoods can help lower the risk of certain illnesses and promote overall health and wellness. At HolistaPet, we believe that your pet’s health and comfort should always come first. We are dedicated to providing remedies to reduce your pet’s discomforts without all the side effects of traditional prescription drugs. Our products have been crafted to promote wellness and provide extra comfort when your pet needs it. Beyond CBD, many of our recipes include carefully selected superfoods and supplements to improve the efficiency of the CBD while supplying extra nutrients like vitamins and minerals. We wholeheartedly believe that consuming naturally occurring superfoods can help lower the risk of certain illnesses and promote overall health and wellness."
Houndscoop,https://www.linkedin.com/groups/9074874/,United States,"Delray Beach,",FL,http://www.houndscoop.com,"Brands: HOUNDSCOOP® Pet Waste Bags, HOUNDSCOOP® 100% Plastic Free,",Houndscoop® is an earth-conscious pet waste products company which is committed to providing high-quality products at affordable prices. Houndscoop® designs and distributes brands that make an impact on today’s desire for sophisticated style and greener living. Stop by and learn more about the best Poop Bags in the world. Houndscoop® is an earth-conscious pet waste products company which is committed to providing high-quality products at affordable prices. Houndscoop® designs and distributes brands that make an impact on today’s desire for sophisticated style and greener living. Stop by and learn more about the best Poop Bags in the world.
HuggleHounds,https://www.linkedin.com/company/1901618,United States,"Denville,",NJ,http://www.hugglehounds.com,"Brands: USA made Tuffut-Lon™ & Tuffut-Flex™, THE Original Knotties®,  FlufferKnotties™, Ruff-Tex® , HuggleKats®,  HuggleFleece®,  Collegiate Mascots (HuggleHounds University™),  HuggleHide®, Naturals™","HuggleHounds® are the most unique, design-driven and highly-styled pet products available. Our innovation, material technology and durability set us apart from all others."
Huxley & Kent LLC,https://www.linkedin.com/company/huxley-kent-llc/,United States,"Washington,",DC,http://www.huxleyandkent.com,"Brands: Huxley & Kent, Lulubelles, Kittybelles","At Huxley & Kent, we take our many years of wholesale, retail and merchandising experience and combine them together to make us unique. Our goal is to develop fun, fashionable and functional pet products that are unique to our industry. Some of our products solve a problem or fill a need, and others are just plain fun! At Huxley & Kent, we take our many years of wholesale, retail and merchandising experience and combine them together to make us unique. Our goal is to develop fun, fashionable and functional pet products that are unique to our industry. Some of our products solve a problem or fill a need, and others are just plain fun!"
Icelandirect,https://www.linkedin.com/company/1087411/,United States,"Clifton,",NJ,https://www.icelandirect.com,"Brands: Premium Fish Oil including Liquids, Softgels, Powders, Treats and Chews in any size. Our products include Human Grade Omega-3 Fish Oil for Pets, Salmon Oil including Wild Alaskan and Icelandic Salmon Oil, Cod Liver Oil and Tuna Oil, Omega-3 18/12 TG and Omega-3 33/22 EE, Custom EPA/DHA Concentrations and Kelp Oil.","Icelandirect provides human-grade, premium fish oils and salmon oils for pet supplements, treats and chews in bulk or for private labeling. Our ingredients and products are 100% natural, ethically-sourced, sustainable and made in human grade facilities. Icelandirect provides human-grade, premium fish oils and salmon oils for pet supplements, treats and chews in bulk or for private labeling. Our ingredients and products are 100% natural, ethically-sourced, sustainable and made in human grade facilities."
iClean Dog Wash,https://www.linkedin.com/in/sander-hofmans/,United States,"Orangevale,",CA,http://www.icleandogwash.com,Brands: iClean Dog Wash,"Team iClean Dog Wash is ready for the SuperZoo 2022 in Las Vegas! This year we will be displaying the new iClean Dog Wash ''Futura'' with MEGA 22-inch TouchPLUS touchscreen. Come visit us at booth #2372 for amazing discounts! SPIN AND WIN!!! -> MEGA Deal Discounts -> USD $1,500.00 / USD $1,750.00 / USD $2,000.00 & various other prices! Team iClean Dog Wash is ready for the SuperZoo 2022 in Las Vegas! This year we will be displaying the new iClean Dog Wash ''Futura'' with MEGA 22-inch TouchPLUS touchscreen. Come visit us at booth #2372 for amazing discounts! SPIN AND WIN!!! -> MEGA Deal Discounts -> USD $1,500.00 / USD $1,750.00 / USD $2,000.00 & various other prices!"
Instinct Pet Food,https://www.linkedin.com/company/nature%27s-variety/,United States,"St. Louis,",MO,http://www.instinctpetfood.com,"Brands: Raw Longevity Frozen Raw Meals, Freeze-Dried Meals, Raw + Kibble for Dogs and Cats.","Instinct - Leading the way in science-proven raw nutrition. Instinct is on a mission to empower people to transform the lives of pets by making it possible for more pet parents to feed a safe, complete and balanced raw diet. Instinct - Leading the way in science-proven raw nutrition. Instinct is on a mission to empower people to transform the lives of pets by making it possible for more pet parents to feed a safe, complete and balanced raw diet."
Intersand America,https://www.linkedin.com/company/intersand/,United States,"Windsor,",CO,https://us.intersand.com/,"Brands: Odorlock, Classic, Simple,  Ecolife, Cat Magic, and Fresh & Natural","At Intersand, we have 30 years of experience producing premium cat litter. We have been working diligently to create innovative solutions and develop the very best products using the latest manufacturing techniques in the industry."
Interzoo,https://www.linkedin.com/groups/7450852/,Germany,"Nuremberg,",-,http://www.interzoo.com,"Brands: Trade visitors get a global market overview of the latest pet food products, grooming aids and accessories for four-legged pets, birds, ornamental fish and terrarium animals.

Figures from 2022: 28,000 trade visitors from 129 countries came to see a total of 1,329 exhibitors from 59 countries.","Gathering of the global pet supplies market, 07 - 10 May 2024 At the world’s biggest marketing platform for the international pet industry, manufacturers, wholesalers and service providers from over 60 countries present innovative pet products / supplies. World-leading Interzoo is a key source of inspiration for the international pet industry."
Intesto-Guard,https://www.linkedin.com/company/intesto-guard%E2%84%A2,United States,"Newton,",IA,http://intesto-guard.com,Brands: ​Intesto–Guard™,"Intesto–Guard™ is a proven and patented probiotic, prebiotic and antibody formula which has produced very good results in the control of diarrheas caused by Inflammatory Bowel Disease (IBD) and other chronic enteropathies. Vomiting and diarrhea are leading causes of veterinary visits each day, accounting for approximately 30% of hospital visits. Treatment methods are costly, relying on antibiotics and antibiotic resistance is on the increase. Intesto–Guard™ is a safe alternative to help all pets and horses. Newton, Iowa – December 2021 – Intesto-Guard™, the premier gastrointestinal (GI) pet supplement, is proud to announce its proven paste and powder formulas have received patent approval from the U.S. Patent and Trademark Office. This milestone marks a pivotal moment in the company's history, which first launched in 2017, as it seeks to fulfill its mission of providing complete gut health and improved quality of life for all pets. Intesto-Guard helps support the recovery of a wide range of stomach ailments and can be used to reduce diarrhea, coat/soothe the GI tract, support periodontal health, boost the immune system and promote a healthy gut. Some common gastrointestinal diseases that Intesto-Guard helps to resolve are inflammatory bowel disease and ulcerative colitis. Since 2017, Intesto-Guard has helped countless pets achieve healthier‚ happier and stronger lives with its powerful triple protection formula made up of prebiotics, probiotics and IgY antibodies (PPA). ""The U.S. Patent and Trademark Office has just issued a novel, first-of-its-kind patent using a dietary supplement composition for the resolution of diarrhea in companion animals, pocket pets, birds and horses,"" said Dr. Valentino Grant, veterinarian/company director at Intesto-Guard. ""Intesto-Guard's dietary supplement comprising of a prebiotic yeast component, a probiotic component and an immune effector protein component (IgY antibodies) — together called PPA — is leading an exciting new wave of natural treatments for pet owners and veterinary practitioners."" Pet PPAs can be used both preemptively, prior to boarding or during a diet change, to help prevent the disruption of the normal bacterial composition in the intestines or after the onset of diarrhea to provide recovery support. Ultimately, Intesto-Guard believes all pets can benefit from a daily PPA supplement no matter the circumstances. Similar to humans, the gut is the largest immune organ in the body and contains approximately 70% of all immune cells. Thus, keeping a healthy balance of good and bad bacteria is vital for your pet's overall well-being as well as providing them with adequate protection against a variety of diseases. Supplementing your pet's diet with PPAs can make all the difference in the world between living with a chronically ill pet and a healthy pet. A PPA supplement, such as Intesto-Guard, is an easy step to add to your pet's daily routine and diet that can significantly improve their quality of life and keep them happy and active for years to come. Intesto-Guard cleans and protects the GI tract leading to improved nutrient absorption, more energy and better health overall. The vet-formulated product comes in two forms, powder and paste, and is made up of all-natural ingredients that taste great to pets. It is safe to use daily and can be conveniently sprinkled on top of food. However, PPAs alone cannot repair an unstable gut microbiome. Instead, they work best alongside a healthy, balanced diet rich in fibers and nutrients as well as regular exercise. All of this together promotes optimal wellness for your pet. Intesto-Guard's PPA formula has everything your pet needs to get well and stay well. Clinical trials are underway at Iowa State University's College of  Veterinary Medicine and The Ohio State University College of Veterinary Medicine to further evaluate the efficacy of Intesto-Guard, but the results and testimonials speak for themselves. Follow along on Facebook and Instagram and shop Intesto-Guard's products to provide the most comprehensive, natural protection against common diseases for your young and mature pets today! For more information, contact Intesto-Guard by phone/WhatsApp at 563-231-7999 or email info@intesto-guard.com. Your pet is a special family member deserving the best possible protection and care. Bowel infection is one of the most common causes of pet visits to the Vet. Pets are constantly licking their paws and many end up getting very sick or even dying from harmful organisms. Intesto–Guard™ helps to prevent illness and stimulates rapid recovery from Gastro Intestinal challenges. ORGANIC + NON-GMO + PPA PATENT"
Jazwares,https://www.linkedin.com/company/jazwares,United States,"Sunrise,",FL,https://www.jazwares.com/,"Brands: Wham-O (Frisbee, SuperBall, Hula Hoop, Slip and Slide)
Marvel, Star Wars, Squishmallows, and Kelly Toy","With some of the world’s hottest entertainment licenses and the Wham-O Pets brands, Jazwares Pets helps strengthen relationships between pets and their parents by fostering active play, snuggle time, and dress up fun!"
Jiminy's,https://www.linkedin.com/company/jiminy's-llc,United States,"Berkeley,",CA,https://jiminys.com/pages/wholesale,-,"Jiminy's makes dog food & treats that are delicious, nutritious, humane, and truly sustainable.  What makes our products sustainable? They're made with insect protein! Insects are a sustainable, prebiotic superfood using exponentially less land, water, and feed than traditional protein.  Jiminy's nourish our pets & promotes a healthy planet. Jiminy’s new wet food entrees, Cravin’ Cricket and Good Grub, add another offering to our expanding line of insect protein dog foods and treats.  Designed as a topper or stand-alone meal, both entrees feature whole-food ingredients that you can see, including carrots, green beans, sweet potato, flaxseed, and pumpkin.  Jiminy’s pressure-cooks these ingredients, ensuring nutrition and bowl-cleaning great taste stay locked in.  Cricket protein and grub protein are also complete novel proteins with all the essential amino acids.  Even better, Cravin’ Cricket and Good Grub are humane, while offering relief for allergy and digestion issues.  Each entrée’s secret ingredient - sustainability – delivers large scale savings in land and water use along with substantial greenhouse gas reduction.  Additionally, the renewably sourced, lightweight, and recyclable Tetra Paks further narrow Jiminy’s environmental footprint.  More than ever, Jiminy’s means happy pets and a healthy planet. Say hello to Nooch and Peanut Puffs!  These treats are Jiminy’s newest offerings for SuperZoo 2022!  Our Nooch Puffs are an exciting new form of treat with a feel that dogs love – crunchy! – followed by a surprising melt in the mouth.  Your heart will melt as your pup enjoys the deliciousness of our Nooch Puffs while knowing you’ve served a humane treat that’s good for pup and planet.  What’s Nooch?  It’s a nickname for nutritional yeast – the vegan cheese alternative. These tasty puffs are powered by cricket protein, of course, so this is a fun treat with serious intentions.  Your dog gets the highest-quality protein, and the earth saves water, land, and greenhouse gases – it’s almost too perfect.  Our Peanut Puffs are a fantastic complement, with a rich peanut butter flavor subtly tinged with a sweet banana taste.  Finally, with both Peanut Puffs and Nooch Puffs, Jiminy’s happily reports our puffs contains 22% protein, are only 2 calories each and are, well, human-grade.  Fun for all!"
JoJo Modern Pets,https://www.linkedin.com/company/jojo-modern-pets-jmp/,United States,"Aurora,",IL,https://www.jojomodernpets.com/,"Brands: Adog.co, Senor Chico, Moon Dog, JM Pets, Dr.Theo, Jojo Natural, Zero Bugs, Dog & Tractor","Creating, manufacturing and distributing great dog products.  Ecofriendly Toys Travel & Outdoor Single-Ingredient Dog Treats Leads & Collars Vegan Dog Toys Bowls Home  Special discount for orders taken at the show. APPA, IndiePet, NexPet, Wholesalepet.com, Faire, RangeMe No Minimums, Dropship  sales@jojomodernpets.com or text 630-943-5277 Creating, manufacturing and distributing great dog products. Special discount for orders taken at the show. APPA, IndiePet, NexPet, Wholesalepet.com, Faire, RangeMe No Minimums, Dropship sales@jojomodernpets.com or text 630-943-5277"
Jones Natural Chews,https://www.linkedin.com/company/jonesnaturals,United States,"Rockford,",IL,http://www.jonesnaturalchews.com,"Brands: Jones Natural Chews, Country Butcher, Private Label","Jones Naturals produces U.S-made natural bones, chews, and treats. Founded 30 years ago by a family with a rich history in meatpacking & cutting, their commitment to sourcing from USA farms and ranches guarantees quality your customers will trust. Jones Naturals produces U.S-made natural bones, chews, and treats. Founded 30 years ago by a family with a rich history in meatpacking & cutting, their commitment to sourcing from USA farms and ranches guarantees quality your customers will trust. Pumpkin Available in your dog’s favorite chew: a bone, a hoof or a beef trachea, pumpkin filling represents a healthy, fall classic that tastes great all year round.  These 2-in-1 snacks are a fabulous combination of textures: creamy filling inside an enjoyable crunchy chew.  Dogs love working for the filling and enjoying a chew once the pumpkin is finished and dog parents can feel great about providing a treat that tastes great and is healthy for their pup. Stuffed products are a long-lasting reward, sure to keep any dog busy. Sweet Potato Available in your dog’s favorite chew: a bone, a hoof or a beef trachea, sweet potato filling represents a healthy and delicious expansion into more vegetable stuffing options. These 2-in-1 snacks are a fabulous combination of textures: creamy filling inside an enjoyable crunchy chew.   Dogs love working for the filling, and enjoying a nice chew once the sweet potato is finished. Stuffed products are a long-lasting reward, sure to keep any dog busy. These products, like all Jones Natural Chews, is made entirely from products raised on American farms and include no artificial ingredients. Beef Shoulder Knuckle Tasty, smokey, meaty perfection! The Beef Shoulder Knuckle offers delicious bits of meat still on the bone that will keep your dog coming back for more. This is a USA-raised tibia knuckle, dipped in liquid smoke and oven-based without any artificial ingredients added. This bone is appropriate for medium and large dogs. Beef Brisket Bone From a USA-raised beef elbow, the brisket bone is dipped in liquid smoke and oven-baked without any artificial ingredients added.  The meaty bits left on the bone are a delicious treat for your dog, full of smokey flavor. This bone is appropriate for small and medium dogs. Chuck Roast Bone Made from a USA-raised beef shoulder bone, and with a name evoking a home-cooked classic, the Chuck Roast Bone is appropriate for any size dog or chewing type. Before oven-baking, this bone is dipped in natural liquid smoke, which imparts a delicious flavor. Plenty of cartilage and meaty tidbits are left on the bone making a delicious and protein-filled chewing experience for any size dog. The chewing experience helps improve dogs’ dental health, as gnawing action removes plaque from teeth and gums, while the natural grease from this bone helps promote a healthy coat and skin. Pork Roast Bone Cut from a USA-raised Pork Hip Bone, this is the perfect chew for small size dogs who are not aggressive chewers. It has been dipped in natural liquid smoke, oven-baked, with no artificial ingredients added. Pork Shoulder Bone A USA-raised pork shoulder bone, dipped in liquid smoke and oven-baked with no artificial ingredients added. This bone is perfect for small dogs who are not aggressive chewers. Following the Jones Natural Chews tradition, all of the new products are born, raised and manufactured exclusively in the USA and baked to perfection with no artificial ingredients."
Karma and Luck,https://www.linkedin.com/company/karma-and-luck/,United States,"Las Vegas,",NV,https://www.karmaandluck.com/,Brands: Karma and Luck Pet's Collection,Karma and Luck is a spirit-centered modern lifestyle brand offering artisan crafted jewelry and home decor that are curated by intention and timeless traditions. Our collections feature spiritual symbols and healing gemstones that inspire personal purpose and universal resonance. Keep your Dogs & Cats Protected & Blessed. Karma and Luck is a spirit-centered modern lifestyle brand offering artisan crafted jewelry and home decor that are curated by intention and timeless traditions. Our collections feature spiritual symbols and healing gemstones that inspire personal purpose and universal resonance. Keep your Dogs & Cats Protected & Blessed.
Knots of Fun,https://www.linkedin.com/company/knots-of-fun-makers-of-happy-hands-happy-dog-toys,United States,"Framingham,",MA,http://www.happyhandshappydogs.com,Brands: Happy Hands Happy Dog Toys®,"Our goal is to provide pets with durable, premium Polartec Polar Fleece rope and tug toys for hours of interactive fun. All of our toys carry the OEKO-TEX Standard 100 certification. Wash them, freeze them and float our toys. We are proud that 100% of our manufacturing is done in USA by dog lovers for dog lovers, dog tested and owner approved. Our goal is to provide pets with durable, premium Polartec Polar Fleece rope and tug toys for hours of interactive fun. All of our toys carry the OEKO-TEX Standard 100 certification. Wash them, freeze them and float our toys. We are proud that 100% of our manufacturing is done in USA by dog lovers for dog lovers, dog tested and owner approved."
Koowill Inc.,https://www.linkedin.com/company/koowill/,United States,"Menomonie,",WI,http://groovies.us,Brands: GROOVIES/V UNITED,"Groovies are the next generation of dental chews. Keep your pets teeth healthy with our unique, patented design that cleans teeth while chewing, reducing plaque & tartar, while your pet enjoys a delicious chicken flavored treat. No artificial color, flavor or gluten. Multiple sizes for dogs & cats."
Laau Inc,https://www.linkedin.com/in/dr-kanoe-naone-505b2ba%20,United States,"Thousand Oaks,",CA,http://www.laauinc.com,-,"Lā‘au K-9 SkinRescue is a patent pending, organic, botanical ointment for hot spots, mange, and general wounds made with the highest quality ingredients available. For when you have tried everything else and are still not satisfied. An alternative to expensive steroids, antibiotics, chemicals, ineffective shampoos and sprays. Lā‘au K-9 SkinRescue is a patent pending, organic, botanical ointment for hot spots, mange, and general wounds made with the highest quality ingredients available. For when you have tried everything else and are still not satisfied. An alternative to expensive steroids, antibiotics, chemicals, ineffective shampoos and sprays. K-9 SkinRescue is a healthy alternative to steroids, pharmaceuticals, and shampoos that can cause a reliance on medications, long term negative side effects and returning symptoms. Made with hand selected ingredients, sustainably sourced from Hawai‘i volcanoes, grown in nutrient rich earth and made in small batches, we use amber glass jars and recycled packaging for our product because it is the right thing to do for the planet. Customers ship back, free of charge, their empty K-9 SkinRescue jar in the packaging it arrived in and then get 25% off their re-fill. According to Annie D- “My poor Jacks, I tried everything from Skout’s Honor Probiotic Itch, Aloe Vera Gel, Leucillin Antiseptic Skincare, Miconahex+Triz Shampoo, Itch Soothing Spray, Tropiclean Oxymed Anti-Itch Medicated Soothing Spray none of which helped. I finally did a blood panel for allergies. I changed his diet and that helped a lot but he still gets hotspots from time to time. I have been using Animax on Jacks’ hotspots for the last couple of years but it is an antibiotic, and a tiny tube so it just doesn’t last that long. I tried K-9 SkinRescue and it worked! I used it for five days and it was brilliant, I loved it.”"
Laroy Group,https://www.linkedin.com/company/laroy-group-nv/,Belgium,"Wondelgem,",Oost-Vlaanderen,https://www.laroygroup.com/en,"Brands: The Laroy Group does not rely on a single brand or group of products but is a ""house of brands"": a store with several departments offering businesses and their clients a wide range of strong brands, individual partner brands and world-leading brands. Moreover, there are many items you won't find elsewhere.

It offers a wide variety to cater to all tastes, and, with a product to meet almost every need, there is truly something for everyone. 
Laroy Group has a few own brands like duvoplus, EBI, Coockoo, D&DHOME, CéDé, TerraDella,  Aqua Della and White Mill.","The international family business Laroy Group will use its wide range of pet foods and accessories and share its years of knowledge and experience of this sector to become the partner of choice for retailers, professionals and wholesalers wishing to stand out in creating the best possible relationship between animal lovers and pets"
Lazarus Naturals,https://www.linkedin.com/company/lazarusnaturals/,United States,"Portland,",OR,http://www.lazarusnaturals.com,"Brands: Current certifications: B-Corp, USDA Organic, Leaping Bunny, Kosher, cGMP, GFSI-BRCGS, NSF 455-3","Lazarus Naturals was founded on the belief that quality CBD products should be accessible to those who need them most. We believe that CBD has a positive effect on animals lives, so we strive to make our products relevant, accessible, and affordable.  We've also expanded our private label capabilities and partner with the nation's leading retail chains. Lazarus Naturals was founded on the belief that quality CBD products should be accessible to those who need them most. We believe that CBD has a positive effect on animals lives, so we strive to make our products relevant, accessible, and affordable.  We've also expanded our private label capabilities and partner with the nation's leading retail chains."
Lillian Ruff,https://www.linkedin.com/company/lillian-ruff/,United States,"Farmingdale,",NY,https://www.lillianruff.com/,-,"Infused with natural essential oils and powerful ingredients that work, Lillian Ruff offers an assortment of grooming products that are gluten-free, paraben-free, sulfate-free, tear-free, and vegan!  Veterinarians & professional groomers recommend Lillian Ruff because it's effective and gentle enough for routine use. Lillian Ruff's Revolutionary pH-balanced Berry Blue Grooming System delivers unparalleled Whitening & Deodorizing Results. Featuring a Powerful Face & Body Shampoo & Conditioner formulated with violet pigments, & an Aromatic Waterless Blueberry Shampoo. This system is carefully formulated to neutralize yellow tones, tear stains, dirt, product build-up, and unwanted odors. One of the most potent super-fruits in the world, blueberry extracts, and antioxidants are known for skin conditioning benefits that protect the body's cells from damage, promote cell turnover, and protect against age-related cognitive decline making it vital for all dogs. Designed for even the most sensitive skin types, the All-New Lillian Ruff Blueberry Collection is tear-free, gluten-free, sulfate-free, and paraben-free making it safe for puppies, mature dogs & cats."
Lord Jameson,https://www.linkedin.com/company/lord-jameson/,United States,"Palm Beach,",FL,http://www.lordjameson.com,-,"Lord Jameson is a USDA Organic Certified dog treat company on a mission to elevate the special bond between humans and dogs.   We create the most delicious organic dog treat with nutritional benefits. 100% certified organic ingredients including real fruits, vegetables, plant based proteins, herbs and botanicals. Great for picky eaters & all life stages. Lord Jameson is a USDA Organic Certified dog treat company on a mission to elevate the special bond between humans and dogs. We create the most delicious organic dog treat with nutritional benefits. 100% certified organic ingredients including real fruits, vegetables, plant based proteins, herbs and botanicals. Great for picky eaters & all life stages. Custom made seasonal packaging filled with our new delicious Pumpkin Spice recipe. Each ball is soft and easy to break apart. Rolled in organic coconut shreds. The perfect flavor for dogs this fall! Sold in units of 12 and comes with beautiful display box. Ingredients: Organic Oats, Organic Brown Rice Syrup, Organic Date, Organic Peanut Butter, Organic Coconut, Organic Pumpkin, Organic Coconut Cream, Organic Cinnamon, Organic Ginger. MSRP: $9.99 (per unit) 3 oz / 84 grams 18 months shelf life Watermelon Pops is a brand new flavor that joined the robust Farm Stand Collection. Inspired by fruits and vegetables you can find at your local farm stand, experience the fun flavors year-round in this delightful line of treats. A scrumtious flavor with cooling notes of organic watermelon and bits of organic blueberry to provide a real mouthwatering experience! MSRP $12.99 18 months shelf life Confetti Cake is part of a brand new collection called Little Rewards, the perfect treat line for small breed dogs. Treats are always better with confetti! Celebrate your special day with these festive, party colored treats! Smooth notes of peanut butter and coconut. Certified organic ingredients that are free of wheat, corn, soy, dairy, artificial flavors, colors or preservatives. MSRP $9.99 18 months shelf life"
Made In Nepal Pvt. Ltd.,https://www.linkedin.com/in/dog-chew-nepal-932b76241/,Nepal,"Lalitpur,",Bagmati,http://www.dogchewnepal.com,"Brands: Made In Nepal is a manufacturing and trading company with a vision to reduce Nepal’s trade deficit and to make Nepal’s unique products known and available globally. The Churpi Dog Chew industry supports and enhances the livelihood of thousands of farmers in the remote mountains of Nepal, helping them with access to services to move out of poverty.","Made In Nepal is a manufacturing and trading company with a vision to reduce Nepal's trade deficit and to make Nepal's unique products known and available globally. Being an import driven country, Made In Nepal contributes to the growth of the nation by placing its unique products in the consuming country directly."
Mars Petcare,https://www.linkedin.com/showcase/marspetcare/,United States,"Franklin,",TN,http://www.mars.com,"Brands: API, Cesar, Crave, Greenies, Iams, Nutro Natural Choice, Nutro Ultra, Pedigree, Sheba, Temptations","Mars Petcare US is part of Mars, Incorporated, a family-owned business with more than a century of history making diverse products and offering services for people and the pets people love, the almost 100,000 Associates across 130 countries in Mars Petcare are dedicated to one Purpose: A BETTER WORLD FOR PETS. Mars Petcare US is part of Mars, Incorporated, a family-owned business with more than a century of history making diverse products and offering services for people and the pets people love, the almost 100,000 Associates across 130 countries in Mars Petcare are dedicated to one Purpose: A BETTER WORLD FOR PETS. GREENIES Skin & Coat Food Supplements With Omega 3 Fatty Acids, 80-count Chicken Flavor Soft Chews for Adult Dogs of All Sizes. Formulated with fish oil, naturally rich in omega-3 fatty acids, to provide nourishment for skin and coat. GREENIES Supplements combine high quality ingredients especially formulated to meet your dog's needs with irresistible chicken flavor. Simply give once a day to help your dog be at their best and enjoy happy days together. From the makers of VET RECOMMENDED GREENIES BRAND"
maxbone,https://www.linkedin.com/company/maxbone/,United States,"Los Angeles,",CA,http://www.maxbone.com,-,"Born to provide a modern experience in pet care, we’re elevating every aspect of the pet landscape. As the first branded pet label, we have a 360° platform including freeze-dried food, premium accessories, grooming and supplements. Loved by celebrities, maxbone has built a worldwide community of dog lovers looking for a new approach in the pet industry. Born to provide a modern experience in pet care, we’re elevating every aspect of the pet landscape. As the first branded pet label, we have a 360° platform including freeze-dried food, premium accessories, grooming and supplements. Loved by celebrities, maxbone has built a worldwide community of dog lovers looking for a new approach in the pet industry."
McLovin's Pet,https://www.linkedin.com/company/mclovinspet,United States,"Chino,",CA,http://www.mclovinspet.com,Brands: McLovin's Pet,McLovin’s Pet is an all-natural modern pet food brand celebrating healthy-living habits for happy pets and happy owners with the love of Mother Earth. Everything is sourced from the heart with the environment in mind to support your pet’s overall well-being for some good clean living. Made for pets by pet parents.
Mella Pet Care,https://linkedin.com/company/mella-pet-care,United States,"Chicago,",IL,https://www.mella.ai/,-,"Mella, a Chicago-based startup, is building an ecosystem of health monitoring solutions for veterinarians and pet parents, starting with the first-ever accurate axillary thermometer, followed by a body fat analyzer, pulse oximeter, and more. Preventative tools are now accessible, allowing pets to live longer, happier lives. Mella, a Chicago-based startup, is building an ecosystem of health monitoring solutions for veterinarians and pet parents, starting with the first-ever accurate axillary thermometer, followed by a body fat analyzer, pulse oximeter, and more. Preventative tools are now accessible, allowing pets to live longer, happier lives. Mella Pet Care is an ecosystem of health monitoring devices for veterinarians and pet parents. We are the creators of the world's first accurate pet underarm thermometer, and we are building connected wellness monitoring innovations focused on vital signs and preventive health. Our first product, the Mella Thermometer, measures your pet's body temperature under the foreleg and displays the result on our partner app. The data can automatically be sent to your veterinarian in real-time. Pet obesity is the most common disease shortening pet longevity today. Our second product, the Biggie Body Composition Scale, allows you to take an innovative approach to monitoring your pets' wellbeing. Complementary to the Biggie Scale, our Tabby Tape Measurer allows pet parents to gather key morphometric measurements for full insight into the pets accurate body composition score. Furthermore, our Mabel smart bowl mat weighs your pet's nutrition intake using their favorite bowl. Our line of products for the home brings the same ease of use and access to all pet parents, empowering them with medical grade connected devices for the first time."
Midmark | Mason,http://www.linkedin.com/company/2453817,United States,"Leesburg,",OH,https://masonco.com/,"Brands: Midmark, Mason","Whether you’re opening a new facility or expanding, Mason offers a variety of innovative containment solutions to fit any space. Part of Midmark, Mason can help you create safe, comfortable spaces for the animals in your care. Learn more about our solutions at masonco.com. Whether you’re opening a new facility or expanding, Mason offers a variety of innovative containment solutions to fit any space. Part of Midmark, Mason can help you create safe, comfortable spaces for the animals in your care. Learn more about our solutions at masonco.com."
Midwestern Pet Foods,https://www.linkedin.com/company/midwesternpetfoods/mycompany/,United States,"Evansville,",IN,https://midwesternpetfoods.com,"Brands: Earthborn Holistic, Venture, Unrefined, Ultimates, Wholesomes, Sportmix, CanineX, Sportstrail","Midwestern Pet Foods is a fourth generation, family-owned business with four company owned and operated, USA based dry pet food production facilities. We source our own ingredients and then formulate and produce our own world class pet food recipes. Sold nationwide and worldwide. Pet food is all we do - and we love it!"
Milk Specialties Global,https://www.linkedin.com/company/717995/admin/,United States,"Eden Prairie,",MN,http://www.milkspecialties.com,-,"At Milk Specialties, we supply the inspired ingredients needed to create the best possible animal nutrition products. Milk replacers, additives, fortifiers, supplements and just about every kind of specialty dairy ingredient imaginable. You can trust the industry leader in milk replacer to produce the right nutrients for your animals health. At Milk Specialties, we supply the inspired ingredients needed to create the best possible animal nutrition products. Milk replacers, additives, fortifiers, supplements and just about every kind of specialty dairy ingredient imaginable. You can trust the industry leader in milk replacer to produce the right nutrients for your animals health."
